---,ID,NPC_ID,Conversation_ID,Line_ID,SubLine_ID,TargetLine_ID,Camera_ID,Monologue
1,1,0,0,1,0,0,0,Halo? Przepraszam? nieudana kąpiel?
2,2,0,0,2,0,0,0,O czym ty mówisz?
3,3,0,0,3,0,0,0,"No, do wody wbiegłaś, chciałaś się utopić i nie wyszło. Po utracie przytomności fale szybko wyrzucają na brzeg."
4,4,0,0,4,0,0,0,"Wiem o tym… z doświadczenia… już kilka razy próbowałem, zawsze ten sam efekt. Nie ważne, czy próbujesz wieczorem, w nocy, wczesnym rankiem czy nawet w samo południe."
5,5,0,0,5,0,0,0,Nie zamierzałam się zabić.
6,6,0,0,6,0,0,0,Maciek: To po co wskakiwałaś do wody?
7,7,0,0,7,0,0,0,Nie wskakiwałam do wody.
8,8,0,0,8,0,0,0,To dlaczego jesteś cała przemoczona i leżałaś na brzegu?
9,9,0,0,9,0,0,0,Nie twój interes. Kim ty w ogóle jesteś? Co to za miejsce?
10,10,0,0,10,0,0,0,"Spokojnie, nie chcesz mówić, nie mów. Nazywam się Maciek, a znajdujemy się na niewielkiej wyspie przystaniowej."
11,11,0,0,11,0,0,0,"Ponoć kiedyś przypływało tu wiele osób, głównie mężczyzn, którzy uciekali na kilka dni, żeby się nachlać, ale teraz nie znajdziesz tu nic, może oprócz przerośniętych krabów, które ponoć są agresywne i niebezpieczne, "
12,12,0,0,12,0,0,0,"ale ta opowieść jest przereklamowana, siedziałem obok nich i w ogóle na mnie nie reagowały."
13,13,0,0,13,0,0,0,"Rozumiem, a jak się stąd wydostać?"
14,14,0,0,14,0,0,0,"Nie wiem, nie myślałem jeszcze o tym, możesz znów rzucisz się do wody, i może fale wyrzucą cię w Rines."
15,15,0,0,15,0,0,0,"Nie zamierzam wskakiwać do wody w nadziei, że się nie utopię. Nie ma tu jakieś łódki?"
16,16,0,0,16,0,0,0,"Łódki… mhm… widziałem jakąś na przystani. Porozmawiaj z Karczmarzem, może cię przewiezie i tak siedzi i nic nie robi."
17,17,0,0,17,0,0,0,Gdzie go znajdę?
18,18,0,0,18,0,0,0,"Jest przy karczmie, jedyna chata na tej cholernej wyspie."
